group,variable,value
Portage,29-Aug,9
Portage,30-Aug,10
Portage,31-Aug,10
Portage,1-Sep,13
Portage,2-Sep,13
Portage,3-Sep,10
Portage,4-Sep,16
Portage,5-Sep,7
Portage,6-Sep,4
Portage,7-Sep,9
Portage,8-Sep,15
Portage,9-Sep,9
Portage,10-Sep,7
Portage,11-Sep,12
Portage,12-Sep,12
Portage,13-Sep,12
Portage,14-Sep,12
Portage,15-Sep,17
Portage,16-Sep,11
Portage,17-Sep,9
Portage,18-Sep,11
Portage,19-Sep,10
Portage,20-Sep,9
Portage,21-Sep,15
Portage,22-Sep,13
Portage,23-Sep,11
Portage,24-Sep,8
Portage,25-Sep,16
Portage,26-Sep,5
Portage,27-Sep,12
Portage,28-Sep,24
Portage,29-Sep,17
Portage,30-Sep,21
Portage,1-Oct,18
Portage,2-Oct,20
Portage,3-Oct,11
Portage,4-Oct,10
Portage,5-Oct,26
Portage,6-Oct,33
Portage,7-Oct,19
Portage,8-Oct,25
Portage,9-Oct,18
Portage,10-Oct,11
Portage,11-Oct,20
Portage,12-Oct,22
Portage,13-Oct,25
Portage,14-Oct,18
Portage,15-Oct,16
Portage,16-Oct,25
Portage,17-Oct,19
Portage,18-Oct,31
Portage,19-Oct,28
Portage,20-Oct,25
Portage,21-Oct,38
Portage,22-Oct,34
Portage,23-Oct,31
Portage,24-Oct,26
Portage,25-Oct,32
Portage,26-Oct,38
Portage,27-Oct,46
Portage,28-Oct,43
Portage,29-Oct,36
Portage,30-Oct,26
Portage,31-Oct,29
Portage,1-Nov,35
Portage,2-Nov,48
Portage,3-Nov,56
Portage,4-Nov,47
Portage,5-Nov,57
Portage,6-Nov,63
Portage,7-Nov,55
Portage,8-Nov,50
Portage,9-Nov,90
Portage,10-Nov,105
Portage,11-Nov,84
Portage,12-Nov,96
Portage,13-Nov,91
Portage,14-Nov,66
Portage,15-Nov,68
Portage,16-Nov,92
Portage,17-Nov,98
Portage,18-Nov,100
Portage,19-Nov,109
Portage,20-Nov,116
Portage,21-Nov,54
Portage,22-Nov,50
Portage,23-Nov,124
Portage,24-Nov,139
Portage,25-Nov,140
Portage,26-Nov,65
Portage,27-Nov,110
Portage,28-Nov,77
Portage,29-Nov,84
Portage,30-Nov,134
Portage,1-Dec,160
Portage,2-Dec,120
Portage,3-Dec,183
Portage,4-Dec,122
Portage,5-Dec,97
Portage,6-Dec,96
Portage,7-Dec,135
Portage,8-Dec,159
Portage,9-Dec,149
Portage,10-Dec,114
Portage,11-Dec,105
Portage,12-Dec,71
Portage,13-Dec,62
Portage,14-Dec,143
Portage,15-Dec,105
Portage,16-Dec,71
Portage,17-Dec,87
Portage,18-Dec,85
Portage,19-Dec,49
Portage,20-Dec,51
Portage,21-Dec,91
Portage,22-Dec,80
Portage,23-Dec,84
Portage,24-Dec,58
Portage,25-Dec,18
Portage,26-Dec,78
Portage,27-Dec,78
Portage,28-Dec,127
Portage,29-Dec,85
Portage,30-Dec,119
Portage,31-Dec,86
Portage,1-Jan,35
Portage,2-Jan,83
Portage,3-Jan,90
Portage,4-Jan,129
Portage,5-Jan,123
Portage,6-Jan,106
Portage,7-Jan,96
Portage,8-Jan,88
Portage,9-Jan,59
Portage,10-Jan,67
Portage,11-Jan,95
Portage,12-Jan,84
Portage,13-Jan,58
Portage,14-Jan,45
Portage,15-Jan,51
Portage,16-Jan,14
Portage,17-Jan,16
Preble,1-Aug,4
Preble,2-Aug,3
Preble,3-Aug,4
Preble,4-Aug,3
Preble,5-Aug,4
Preble,6-Aug,19
Preble,7-Aug,5
Preble,8-Aug,9
Preble,9-Aug,8
Preble,10-Aug,11
Preble,11-Aug,12
Preble,12-Aug,4
Preble,13-Aug,24
Preble,14-Aug,3
Preble,15-Aug,4
Preble,16-Aug,2
Preble,17-Aug,4
Preble,18-Aug,6
Preble,19-Aug,6
Preble,20-Aug,9
Preble,21-Aug,4
Preble,22-Aug,4
Preble,23-Aug,2
Preble,24-Aug,6
Preble,25-Aug,6
Preble,26-Aug,8
Preble,27-Aug,5
Preble,28-Aug,6
Preble,29-Aug,4
Preble,30-Aug,1
Preble,31-Aug,2
Preble,1-Sep,5
Preble,2-Sep,3
Preble,3-Sep,6
Preble,4-Sep,5
Preble,5-Sep,4
Preble,6-Sep,2
Preble,7-Sep,3
Preble,8-Sep,2
Preble,9-Sep,4
Preble,10-Sep,3
Preble,11-Sep,4
Preble,12-Sep,1
Preble,13-Sep,4
Preble,14-Sep,1
Preble,15-Sep,4
Preble,16-Sep,4
Preble,17-Sep,3
Preble,18-Sep,3
Preble,19-Sep,4
Preble,20-Sep,2
Preble,21-Sep,3
Preble,22-Sep,4
Preble,23-Sep,2
Preble,24-Sep,8
Preble,25-Sep,6
Preble,26-Sep,2
Preble,27-Sep,3
Preble,28-Sep,4
Preble,29-Sep,4
Preble,30-Sep,4
Preble,1-Oct,5
Preble,2-Oct,0
Preble,3-Oct,7
Preble,4-Oct,6
Preble,5-Oct,9
Preble,6-Oct,9
Preble,7-Oct,11
Preble,8-Oct,5
Preble,9-Oct,10
Preble,10-Oct,8
Preble,11-Oct,10
Preble,12-Oct,13
Preble,13-Oct,4
Preble,14-Oct,18
Preble,15-Oct,8
Preble,16-Oct,9
Preble,17-Oct,12
Preble,18-Oct,14
Preble,19-Oct,15
Preble,20-Oct,15
Preble,21-Oct,24
Preble,22-Oct,17
Preble,23-Oct,14
Preble,24-Oct,13
Preble,25-Oct,12
Preble,26-Oct,33
Preble,27-Oct,28
Preble,28-Oct,22
Preble,29-Oct,17
Preble,30-Oct,23
Preble,31-Oct,10
Preble,1-Nov,15
Preble,2-Nov,39
Preble,3-Nov,32
Preble,4-Nov,39
Preble,5-Nov,26
Preble,6-Nov,36
Preble,7-Nov,23
Preble,8-Nov,26
Preble,9-Nov,51
Preble,10-Nov,48
Preble,11-Nov,53
Preble,12-Nov,57
Preble,13-Nov,49
Preble,14-Nov,22
Preble,15-Nov,18
Preble,16-Nov,84
Preble,17-Nov,45
Preble,18-Nov,25
Preble,19-Nov,39
Preble,20-Nov,28
Preble,21-Nov,24
Preble,22-Nov,23
Preble,23-Nov,42
Preble,24-Nov,38
Preble,25-Nov,48
Preble,26-Nov,4
Preble,27-Nov,33
Preble,28-Nov,23
Preble,29-Nov,20
Preble,30-Nov,58
Preble,1-Dec,45
Preble,2-Dec,34
Preble,3-Dec,40
Preble,4-Dec,27
Preble,5-Dec,19
Preble,6-Dec,23
Preble,7-Dec,63
Preble,8-Dec,30
Preble,9-Dec,24
Preble,10-Dec,36
Preble,11-Dec,25
Preble,12-Dec,12
Preble,13-Dec,22
Preble,14-Dec,38
Preble,15-Dec,43
Preble,16-Dec,33
Preble,17-Dec,27
Preble,18-Dec,26
Preble,19-Dec,11
Preble,20-Dec,16
Preble,21-Dec,36
Preble,22-Dec,35
Preble,23-Dec,25
Preble,24-Dec,14
Preble,25-Dec,3
Preble,26-Dec,13
Preble,27-Dec,6
Preble,28-Dec,58
Preble,29-Dec,28
Preble,30-Dec,21
Preble,31-Dec,18
Preble,1-Jan,16
Preble,2-Jan,17
Preble,3-Jan,20
Preble,4-Jan,47
Preble,5-Jan,28
Preble,6-Jan,25
Preble,7-Jan,21
Preble,8-Jan,28
Preble,9-Jan,13
Preble,10-Jan,9
Preble,11-Jan,23
Preble,12-Jan,20
Preble,13-Jan,14
Preble,14-Jan,13
Preble,15-Jan,10
Preble,16-Jan,7
Preble,17-Jan,1
Putnam,1-Aug,0
Putnam,2-Aug,2
Putnam,3-Aug,3
Putnam,4-Aug,3
Putnam,5-Aug,3
Putnam,6-Aug,3
Putnam,7-Aug,4
Putnam,8-Aug,5
Putnam,9-Aug,0
Putnam,10-Aug,4
Putnam,11-Aug,7
Putnam,12-Aug,6
Putnam,13-Aug,2
Putnam,14-Aug,8
Putnam,15-Aug,7
Putnam,16-Aug,4
Putnam,17-Aug,8
Putnam,18-Aug,6
Putnam,19-Aug,5
Putnam,20-Aug,10
Putnam,21-Aug,10
Putnam,22-Aug,6
Putnam,23-Aug,9
Putnam,24-Aug,13
Putnam,25-Aug,17
Putnam,26-Aug,10
Putnam,27-Aug,8
Putnam,28-Aug,14
Putnam,29-Aug,10
Putnam,30-Aug,9
Putnam,31-Aug,13
Putnam,1-Sep,16
Putnam,2-Sep,13
Putnam,3-Sep,11
Putnam,4-Sep,12
Putnam,5-Sep,9
Putnam,6-Sep,4
Putnam,7-Sep,9
Putnam,8-Sep,13
Putnam,9-Sep,6
Putnam,10-Sep,11
Putnam,11-Sep,4
Putnam,12-Sep,8
Putnam,13-Sep,6
Putnam,14-Sep,7
Putnam,15-Sep,16
Putnam,16-Sep,4
Putnam,17-Sep,7
Putnam,18-Sep,10
Putnam,19-Sep,7
Putnam,20-Sep,8
Putnam,21-Sep,10
Putnam,22-Sep,16
Putnam,23-Sep,12
Putnam,24-Sep,14
Putnam,25-Sep,8
Putnam,26-Sep,1
Putnam,27-Sep,10
Putnam,28-Sep,10
Putnam,29-Sep,6
Putnam,30-Sep,13
Putnam,1-Oct,5
Putnam,2-Oct,13
Putnam,3-Oct,7
Putnam,4-Oct,17
Putnam,5-Oct,11
Putnam,6-Oct,13
Putnam,7-Oct,18
Putnam,8-Oct,17
Putnam,9-Oct,23
Putnam,10-Oct,12
Putnam,11-Oct,14
Putnam,12-Oct,26
Putnam,13-Oct,20
Putnam,14-Oct,22
Putnam,15-Oct,29
Putnam,16-Oct,32
Putnam,17-Oct,18
Putnam,18-Oct,28
Putnam,19-Oct,48
Putnam,20-Oct,51
Putnam,21-Oct,59
Putnam,22-Oct,55
Putnam,23-Oct,42
Putnam,24-Oct,23
Putnam,25-Oct,33
Putnam,26-Oct,60
Putnam,27-Oct,35
Putnam,28-Oct,48
Putnam,29-Oct,37
Putnam,30-Oct,38
Putnam,31-Oct,28
Putnam,1-Nov,43
Putnam,2-Nov,48
Putnam,3-Nov,47
Putnam,4-Nov,57
Putnam,5-Nov,54
Putnam,6-Nov,38
Putnam,7-Nov,39
Putnam,8-Nov,32
Putnam,9-Nov,61
Putnam,10-Nov,48
Putnam,11-Nov,29
Putnam,12-Nov,45
Putnam,13-Nov,37
Putnam,14-Nov,24
Putnam,15-Nov,33
Putnam,16-Nov,44
Putnam,17-Nov,22
Putnam,18-Nov,28
Putnam,19-Nov,22
Putnam,20-Nov,28
Putnam,21-Nov,17
Putnam,22-Nov,19
Putnam,23-Nov,21
Putnam,24-Nov,24
Putnam,25-Nov,38
Putnam,26-Nov,14
Putnam,27-Nov,24
Putnam,28-Nov,18
Putnam,29-Nov,24
Putnam,30-Nov,42
Putnam,1-Dec,28
Putnam,2-Dec,32
Putnam,3-Dec,38
Putnam,4-Dec,31
Putnam,5-Dec,24
Putnam,6-Dec,48
Putnam,7-Dec,37
Putnam,8-Dec,29
Putnam,9-Dec,29
Putnam,10-Dec,20
Putnam,11-Dec,31
Putnam,12-Dec,16
Putnam,13-Dec,24
Putnam,14-Dec,45
Putnam,15-Dec,24
Putnam,16-Dec,19
Putnam,17-Dec,10
Putnam,18-Dec,23
Putnam,19-Dec,18
Putnam,20-Dec,15
Putnam,21-Dec,17
Putnam,22-Dec,13
Putnam,23-Dec,22
Putnam,24-Dec,19
Putnam,25-Dec,17
Putnam,26-Dec,16
Putnam,27-Dec,19
Putnam,28-Dec,32
Putnam,29-Dec,31
Putnam,30-Dec,27
Putnam,31-Dec,15
Putnam,1-Jan,21
Putnam,2-Jan,19
Putnam,3-Jan,18
Putnam,4-Jan,36
Putnam,5-Jan,24
Putnam,6-Jan,25
Putnam,7-Jan,24
Putnam,8-Jan,22
Putnam,9-Jan,11
Putnam,10-Jan,15
Putnam,11-Jan,19
Putnam,12-Jan,13
Putnam,13-Jan,6
Putnam,14-Jan,7
Putnam,15-Jan,14
Putnam,16-Jan,2
Putnam,17-Jan,0
Richland,1-Aug,3
Richland,2-Aug,5
Richland,3-Aug,23
Richland,4-Aug,8
Richland,5-Aug,10
Richland,6-Aug,7
Richland,7-Aug,6
Richland,8-Aug,6
Richland,9-Aug,1
Richland,10-Aug,8
Richland,11-Aug,7
Richland,12-Aug,4
Richland,13-Aug,7
Richland,14-Aug,2
Richland,15-Aug,1
Richland,16-Aug,1
Richland,17-Aug,7
Richland,18-Aug,3
Richland,19-Aug,3
Richland,20-Aug,3
Richland,21-Aug,4
Richland,22-Aug,3
Richland,23-Aug,2
Richland,24-Aug,3
Richland,25-Aug,3
Richland,26-Aug,3
Richland,27-Aug,4
Richland,28-Aug,3
Richland,29-Aug,3
Richland,30-Aug,1
Richland,31-Aug,4
Richland,1-Sep,3
Richland,2-Sep,3
Richland,3-Sep,1
Richland,4-Sep,6
Richland,5-Sep,5
Richland,6-Sep,3
Richland,7-Sep,4
Richland,8-Sep,6
Richland,9-Sep,3
Richland,10-Sep,4
Richland,11-Sep,7
Richland,12-Sep,8
Richland,13-Sep,4
Richland,14-Sep,4
Richland,15-Sep,12
Richland,16-Sep,15
Richland,17-Sep,12
Richland,18-Sep,16
Richland,19-Sep,11
Richland,20-Sep,9
Richland,21-Sep,21
Richland,22-Sep,22
Richland,23-Sep,21
Richland,24-Sep,21
Richland,25-Sep,16
Richland,26-Sep,15
Richland,27-Sep,17
Richland,28-Sep,22
Richland,29-Sep,23
Richland,30-Sep,16
Richland,1-Oct,10
Richland,2-Oct,34
Richland,3-Oct,11
Richland,4-Oct,9
Richland,5-Oct,16
Richland,6-Oct,17
Richland,7-Oct,16
Richland,8-Oct,15
Richland,9-Oct,21
Richland,10-Oct,9
Richland,11-Oct,14
Richland,12-Oct,16
Richland,13-Oct,25
Richland,14-Oct,21
Richland,15-Oct,12
Richland,16-Oct,21
Richland,17-Oct,15
Richland,18-Oct,18
Richland,19-Oct,31
Richland,20-Oct,28
Richland,21-Oct,37
Richland,22-Oct,37
Richland,23-Oct,35
Richland,24-Oct,32
Richland,25-Oct,30
Richland,26-Oct,38
Richland,27-Oct,50
Richland,28-Oct,35
Richland,29-Oct,21
Richland,30-Oct,46
Richland,31-Oct,43
Richland,1-Nov,45
Richland,2-Nov,50
Richland,3-Nov,44
Richland,4-Nov,63
Richland,5-Nov,51
Richland,6-Nov,67
Richland,7-Nov,69
Richland,8-Nov,64
Richland,9-Nov,100
Richland,10-Nov,87
Richland,11-Nov,91
Richland,12-Nov,64
Richland,13-Nov,58
Richland,14-Nov,52
Richland,15-Nov,65
Richland,16-Nov,82
Richland,17-Nov,119
Richland,18-Nov,120
Richland,19-Nov,123
Richland,20-Nov,123
Richland,21-Nov,70
Richland,22-Nov,91
Richland,23-Nov,167
Richland,24-Nov,171
Richland,25-Nov,106
Richland,26-Nov,48
Richland,27-Nov,123
Richland,28-Nov,89
Richland,29-Nov,103
Richland,30-Nov,196
Richland,1-Dec,192
Richland,2-Dec,126
Richland,3-Dec,129
Richland,4-Dec,115
Richland,5-Dec,76
Richland,6-Dec,110
Richland,7-Dec,164
Richland,8-Dec,157
Richland,9-Dec,113
Richland,10-Dec,112
Richland,11-Dec,104
Richland,12-Dec,55
Richland,13-Dec,84
Richland,14-Dec,207
Richland,15-Dec,125
Richland,16-Dec,94
Richland,17-Dec,110
Richland,18-Dec,71
Richland,19-Dec,66
Richland,20-Dec,83
Richland,21-Dec,166
Richland,22-Dec,99
Richland,23-Dec,89
Richland,24-Dec,53
Richland,25-Dec,16
Richland,26-Dec,67
Richland,27-Dec,77
Richland,28-Dec,160
Richland,29-Dec,80
Richland,30-Dec,93
Richland,31-Dec,75
Richland,1-Jan,51
Richland,2-Jan,59
Richland,3-Jan,71
Richland,4-Jan,127
Richland,5-Jan,92
Richland,6-Jan,78
Richland,7-Jan,74
Richland,8-Jan,53
Richland,9-Jan,32
Richland,10-Jan,45
Richland,11-Jan,78
Richland,12-Jan,66
Richland,13-Jan,53
Richland,14-Jan,80
Richland,15-Jan,50
Richland,16-Jan,22
Richland,17-Jan,27
Ross,1-Aug,7
Ross,2-Aug,12
Ross,3-Aug,13
Ross,4-Aug,19
Ross,5-Aug,4
Ross,6-Aug,13
Ross,7-Aug,14
Ross,8-Aug,6
Ross,9-Aug,10
Ross,10-Aug,14
Ross,11-Aug,16
Ross,12-Aug,9
Ross,13-Aug,10
Ross,14-Aug,11
Ross,15-Aug,12
Ross,16-Aug,10
Ross,17-Aug,15
Ross,18-Aug,10
Ross,19-Aug,7
Ross,20-Aug,10
Ross,21-Aug,8
Ross,22-Aug,8
Ross,23-Aug,5
Ross,24-Aug,10
Ross,25-Aug,41
Ross,26-Aug,6
Ross,27-Aug,4
Ross,28-Aug,15
Ross,29-Aug,8
Ross,30-Aug,4
Ross,31-Aug,13
Ross,1-Sep,7
Ross,2-Sep,12
Ross,3-Sep,7
Ross,4-Sep,6
Ross,5-Sep,9
Ross,6-Sep,4
Ross,7-Sep,2
Ross,8-Sep,5
Ross,9-Sep,5
Ross,10-Sep,5
Ross,11-Sep,5
Ross,12-Sep,3
Ross,13-Sep,3
Ross,14-Sep,6
Ross,15-Sep,3
Ross,16-Sep,8
Ross,17-Sep,4
Ross,18-Sep,6
Ross,19-Sep,2
Ross,20-Sep,5
Ross,21-Sep,8
Ross,22-Sep,8
Ross,23-Sep,3
Ross,24-Sep,7
Ross,25-Sep,14
Ross,26-Sep,10
Ross,27-Sep,12
Ross,28-Sep,17
Ross,29-Sep,13
Ross,30-Sep,26
Ross,1-Oct,15
Ross,2-Oct,14
Ross,3-Oct,21
Ross,4-Oct,16
Ross,5-Oct,22
Ross,6-Oct,15
Ross,7-Oct,26
Ross,8-Oct,23
Ross,9-Oct,34
Ross,10-Oct,19
Ross,11-Oct,18
Ross,12-Oct,36
Ross,13-Oct,33
Ross,14-Oct,15
Ross,15-Oct,16
Ross,16-Oct,20
Ross,17-Oct,10
Ross,18-Oct,20
Ross,19-Oct,26
Ross,20-Oct,35
Ross,21-Oct,39
Ross,22-Oct,33
Ross,23-Oct,24
Ross,24-Oct,26
Ross,25-Oct,19
Ross,26-Oct,34
Ross,27-Oct,26
Ross,28-Oct,34
Ross,29-Oct,17
Ross,30-Oct,23
Ross,31-Oct,25
Ross,1-Nov,17
Ross,2-Nov,42
Ross,3-Nov,40
Ross,4-Nov,36
Ross,5-Nov,30
Ross,6-Nov,35
Ross,7-Nov,28
Ross,8-Nov,24
Ross,9-Nov,56
Ross,10-Nov,40
Ross,11-Nov,31
Ross,12-Nov,27
Ross,13-Nov,43
Ross,14-Nov,28
Ross,15-Nov,29
Ross,16-Nov,64
Ross,17-Nov,38
Ross,18-Nov,49
Ross,19-Nov,34
Ross,20-Nov,38
Ross,21-Nov,35
Ross,22-Nov,27
Ross,23-Nov,59
Ross,24-Nov,40
Ross,25-Nov,51
Ross,26-Nov,24
Ross,27-Nov,36
Ross,28-Nov,47
Ross,29-Nov,58
Ross,30-Nov,65
Ross,1-Dec,42
Ross,2-Dec,57
Ross,3-Dec,66
Ross,4-Dec,75
Ross,5-Dec,51
Ross,6-Dec,49
Ross,7-Dec,80
Ross,8-Dec,63
Ross,9-Dec,50
Ross,10-Dec,52
Ross,11-Dec,62
Ross,12-Dec,32
Ross,13-Dec,49
Ross,14-Dec,79
Ross,15-Dec,76
Ross,16-Dec,69
Ross,17-Dec,62
Ross,18-Dec,59
Ross,19-Dec,32
Ross,20-Dec,33
Ross,21-Dec,56
Ross,22-Dec,44
Ross,23-Dec,60
Ross,24-Dec,36
Ross,25-Dec,14
Ross,26-Dec,42
Ross,27-Dec,45
Ross,28-Dec,71
Ross,29-Dec,71
Ross,30-Dec,77
Ross,31-Dec,33
Ross,1-Jan,23
Ross,2-Jan,50
Ross,3-Jan,47
Ross,4-Jan,89
Ross,5-Jan,58
Ross,6-Jan,51
Ross,7-Jan,46
Ross,8-Jan,44
Ross,9-Jan,37
Ross,10-Jan,23
Ross,11-Jan,48
Ross,12-Jan,36
Ross,13-Jan,35
Ross,14-Jan,25
Ross,15-Jan,24
Ross,16-Jan,10
Ross,17-Jan,5
Sandusky,1-Aug,9
Sandusky,2-Aug,6
Sandusky,3-Aug,5
Sandusky,4-Aug,8
Sandusky,5-Aug,7
Sandusky,6-Aug,6
Sandusky,7-Aug,21
Sandusky,8-Aug,6
Sandusky,9-Aug,5
Sandusky,10-Aug,8
Sandusky,11-Aug,6
Sandusky,12-Aug,7
Sandusky,13-Aug,31
Sandusky,14-Aug,9
Sandusky,15-Aug,3
Sandusky,16-Aug,5
Sandusky,17-Aug,6
Sandusky,18-Aug,6
Sandusky,19-Aug,4
Sandusky,20-Aug,3
Sandusky,21-Aug,12
Sandusky,22-Aug,5
Sandusky,23-Aug,2
Sandusky,24-Aug,3
Sandusky,25-Aug,4
Sandusky,26-Aug,5
Sandusky,27-Aug,3
Sandusky,28-Aug,3
Sandusky,29-Aug,2
Sandusky,30-Aug,1
Sandusky,31-Aug,2
Sandusky,1-Sep,2
Sandusky,2-Sep,1
Sandusky,3-Sep,3
Sandusky,4-Sep,0
Sandusky,5-Sep,2
Sandusky,6-Sep,0
Sandusky,7-Sep,1
Sandusky,8-Sep,2
Sandusky,9-Sep,4
Sandusky,10-Sep,3
Sandusky,11-Sep,3
Sandusky,12-Sep,1
Sandusky,13-Sep,1
Sandusky,14-Sep,0
Sandusky,15-Sep,3
Sandusky,16-Sep,2
Sandusky,17-Sep,1
Sandusky,18-Sep,1
Sandusky,19-Sep,3
Sandusky,20-Sep,7
Sandusky,21-Sep,3
Sandusky,22-Sep,4
Sandusky,23-Sep,1
Sandusky,24-Sep,7
Sandusky,25-Sep,7
Sandusky,26-Sep,1
Sandusky,27-Sep,5
Sandusky,28-Sep,6
Sandusky,29-Sep,5
Sandusky,30-Sep,5
Sandusky,1-Oct,3
Sandusky,2-Oct,7
Sandusky,3-Oct,2
Sandusky,4-Oct,7
Sandusky,5-Oct,2
Sandusky,6-Oct,3
Sandusky,7-Oct,16
Sandusky,8-Oct,9
Sandusky,9-Oct,10
Sandusky,10-Oct,4
Sandusky,11-Oct,3
Sandusky,12-Oct,5
Sandusky,13-Oct,9
Sandusky,14-Oct,5
Sandusky,15-Oct,2
Sandusky,16-Oct,5
Sandusky,17-Oct,3
Sandusky,18-Oct,12
Sandusky,19-Oct,8
Sandusky,20-Oct,16
Sandusky,21-Oct,20
Sandusky,22-Oct,12
Sandusky,23-Oct,21
Sandusky,24-Oct,7
Sandusky,25-Oct,16
Sandusky,26-Oct,18
Sandusky,27-Oct,15
Sandusky,28-Oct,18
Sandusky,29-Oct,16
Sandusky,30-Oct,27
Sandusky,31-Oct,16
Sandusky,1-Nov,19
Sandusky,2-Nov,38
Sandusky,3-Nov,52
Sandusky,4-Nov,37
Sandusky,5-Nov,39
Sandusky,6-Nov,51
Sandusky,7-Nov,21
Sandusky,8-Nov,35
Sandusky,9-Nov,41
Sandusky,10-Nov,43
Sandusky,11-Nov,43
Sandusky,12-Nov,30
Sandusky,13-Nov,43
Sandusky,14-Nov,28
Sandusky,15-Nov,27
Sandusky,16-Nov,43
Sandusky,17-Nov,58
Sandusky,18-Nov,45
Sandusky,19-Nov,45
Sandusky,20-Nov,58
Sandusky,21-Nov,29
Sandusky,22-Nov,26
Sandusky,23-Nov,64
Sandusky,24-Nov,68
Sandusky,25-Nov,39
Sandusky,26-Nov,23
Sandusky,27-Nov,53
Sandusky,28-Nov,44
Sandusky,29-Nov,38
Sandusky,30-Nov,77
Sandusky,1-Dec,74
Sandusky,2-Dec,50
Sandusky,3-Dec,52
Sandusky,4-Dec,70
Sandusky,5-Dec,44
Sandusky,6-Dec,51
Sandusky,7-Dec,64
Sandusky,8-Dec,70
Sandusky,9-Dec,69
Sandusky,10-Dec,42
Sandusky,11-Dec,47
Sandusky,12-Dec,25
Sandusky,13-Dec,38
Sandusky,14-Dec,63
Sandusky,15-Dec,55
Sandusky,16-Dec,51
Sandusky,17-Dec,66
Sandusky,18-Dec,53
Sandusky,19-Dec,31
Sandusky,20-Dec,22
Sandusky,21-Dec,79
Sandusky,22-Dec,34
Sandusky,23-Dec,40
Sandusky,24-Dec,27
Sandusky,25-Dec,19
Sandusky,26-Dec,44
Sandusky,27-Dec,37
Sandusky,28-Dec,67
Sandusky,29-Dec,51
Sandusky,30-Dec,44
Sandusky,31-Dec,33
Sandusky,1-Jan,24
Sandusky,2-Jan,34
Sandusky,3-Jan,40
Sandusky,4-Jan,65
Sandusky,5-Jan,52
Sandusky,6-Jan,43
Sandusky,7-Jan,32
Sandusky,8-Jan,46
Sandusky,9-Jan,16
Sandusky,10-Jan,15
Sandusky,11-Jan,26
Sandusky,12-Jan,23
Sandusky,13-Jan,26
Sandusky,14-Jan,34
Sandusky,15-Jan,21
Sandusky,16-Jan,13
Sandusky,17-Jan,7
Scioto,1-Aug,6
Scioto,2-Aug,8
Scioto,3-Aug,0
Scioto,4-Aug,7
Scioto,5-Aug,7
Scioto,6-Aug,6
Scioto,7-Aug,7
Scioto,8-Aug,6
Scioto,9-Aug,5
Scioto,10-Aug,16
Scioto,11-Aug,4
Scioto,12-Aug,1
Scioto,13-Aug,1
Scioto,14-Aug,3
Scioto,15-Aug,2
Scioto,16-Aug,4
Scioto,17-Aug,6
Scioto,18-Aug,8
Scioto,19-Aug,15
Scioto,20-Aug,5
Scioto,21-Aug,3
Scioto,22-Aug,1
Scioto,23-Aug,3
Scioto,24-Aug,4
Scioto,25-Aug,6
Scioto,26-Aug,11
Scioto,27-Aug,10
Scioto,28-Aug,5
Scioto,29-Aug,9
Scioto,30-Aug,3
Scioto,31-Aug,3
Scioto,1-Sep,14
Scioto,2-Sep,4
Scioto,3-Sep,4
Scioto,4-Sep,1
Scioto,5-Sep,1
Scioto,6-Sep,6
Scioto,7-Sep,7
Scioto,8-Sep,5
Scioto,9-Sep,7
Scioto,10-Sep,8
Scioto,11-Sep,8
Scioto,12-Sep,2
Scioto,13-Sep,6
Scioto,14-Sep,3
Scioto,15-Sep,5
Scioto,16-Sep,5
Scioto,17-Sep,8
Scioto,18-Sep,3
Scioto,19-Sep,7
Scioto,20-Sep,9
Scioto,21-Sep,11
Scioto,22-Sep,9
Scioto,23-Sep,10
Scioto,24-Sep,8
Scioto,25-Sep,4
Scioto,26-Sep,5
Scioto,27-Sep,8
Scioto,28-Sep,6
Scioto,29-Sep,13
Scioto,30-Sep,14
Scioto,1-Oct,11
Scioto,2-Oct,22
Scioto,3-Oct,8
Scioto,4-Oct,9
Scioto,5-Oct,22
Scioto,6-Oct,18
Scioto,7-Oct,7
Scioto,8-Oct,14
Scioto,9-Oct,18
Scioto,10-Oct,9
Scioto,11-Oct,14
Scioto,12-Oct,26
Scioto,13-Oct,18
Scioto,14-Oct,17
Scioto,15-Oct,16
Scioto,16-Oct,16
Scioto,17-Oct,18
Scioto,18-Oct,19
Scioto,19-Oct,20
Scioto,20-Oct,25
Scioto,21-Oct,16
Scioto,22-Oct,18
Scioto,23-Oct,26
Scioto,24-Oct,14
Scioto,25-Oct,22
Scioto,26-Oct,44
Scioto,27-Oct,25
Scioto,28-Oct,20
Scioto,29-Oct,26
Scioto,30-Oct,14
Scioto,31-Oct,24
Scioto,1-Nov,24
Scioto,2-Nov,34
Scioto,3-Nov,42
Scioto,4-Nov,44
Scioto,5-Nov,35
Scioto,6-Nov,45
Scioto,7-Nov,35
Scioto,8-Nov,37
Scioto,9-Nov,52
Scioto,10-Nov,43
Scioto,11-Nov,60
Scioto,12-Nov,53
Scioto,13-Nov,47
Scioto,14-Nov,32
Scioto,15-Nov,52
Scioto,16-Nov,49
Scioto,17-Nov,43
Scioto,18-Nov,47
Scioto,19-Nov,44
Scioto,20-Nov,44
Scioto,21-Nov,52
Scioto,22-Nov,36
Scioto,23-Nov,55
Scioto,24-Nov,71
Scioto,25-Nov,62
Scioto,26-Nov,43
Scioto,27-Nov,65
Scioto,28-Nov,66
Scioto,29-Nov,69
